,Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Weather
591,1683,D2,2011,2012-05-06,Braunschweig,Ingolstadt,3,1,H,rain
592,1684,D2,2011,2011-08-05,Fortuna Dusseldorf,Ingolstadt,4,1,H,rain
593,1685,D2,2011,2012-02-24,Hansa Rostock,Ingolstadt,1,2,A,rain
594,1686,D2,2011,2012-04-21,Munich 1860,Ingolstadt,4,1,H,partly-cloudy-day
595,1687,D2,2011,2012-04-29,Greuther Furth,Fortuna Dusseldorf,1,1,D,clear
596,1688,D2,2011,2011-10-17,St Pauli,Fortuna Dusseldorf,1,3,A,clear
597,1689,D2,2011,2011-12-05,Duisburg,Fortuna Dusseldorf,0,2,A,partly-cloudy-day
598,1690,D2,2011,2012-04-16,Dresden,Fortuna Dusseldorf,2,1,H,clear
599,1691,D2,2011,2011-10-30,Frankfurt FSV,Fortuna Dusseldorf,2,5,A,clear
600,1692,D2,2011,2012-04-05,Hansa Rostock,Fortuna Dusseldorf,2,1,H,partly-cloudy-day
601,1693,D2,2011,2012-02-04,Ingolstadt,Fortuna Dusseldorf,1,1,D,partly-cloudy-day
602,1694,D2,2011,2011-10-03,Braunschweig,Fortuna Dusseldorf,1,1,D,clear
603,1695,D2,2011,2012-03-03,Karlsruhe,Fortuna Dusseldorf,0,5,A,clear
604,1696,D2,2011,2012-03-19,Cottbus,Fortuna Dusseldorf,1,1,D,partly-cloudy-day
605,1697,D2,2011,2011-11-19,Union Berlin,Fortuna Dusseldorf,0,0,D,partly-cloudy-day
606,1698,D2,2011,2012-02-19,Munich 1860,Fortuna Dusseldorf,2,1,H,rain
607,1699,D2,2011,2011-07-24,Paderborn,Fortuna Dusseldorf,1,1,D,partly-cloudy-day
608,1700,D2,2011,2011-12-10,Bochum,Fortuna Dusseldorf,1,1,D,partly-cloudy-day
609,1701,D2,2011,2011-08-15,Ein Frankfurt,Fortuna Dusseldorf,1,1,D,rain
610,1702,D2,2011,2011-08-27,Aachen,Fortuna Dusseldorf,0,0,D,partly-cloudy-day
611,1703,D2,2011,2011-09-16,Erzgebirge Aue,Fortuna Dusseldorf,2,4,A,partly-cloudy-day
